No Scaldown:2025-03-20 20:59:54 - GPU 0: Utilization: 2% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0
No Scaldown:2025-03-20 21:00:39 - GPU 0: Utilization: 80.8% | Avg TTFT: 0.6345597104169428 s | Avg TPOT: 0.13489048597499884 s | Avg Waiting Queue Length: 5.1
No Scaldown:2025-03-20 21:00:39 - GPU 1: Utilization: 67.0% | Avg TTFT: 0.853995590400882 s | Avg TPOT: 0.14522134497965453 s | Avg Waiting Queue Length: 6.3
No Scaldown:2025-03-20 21:00:39 - GPU 2: Utilization: 64.0% | Avg TTFT: 0.2595044211950153 s | Avg TPOT: 0.0987102597563838 s | Avg Waiting Queue Length: 4.5
No Scaldown:2025-03-20 21:00:39 - GPU 3: Utilization: 72.7% | Avg TTFT: 1.1111500925151632 s | Avg TPOT: 0.09889076610464448 s | Avg Waiting Queue Length: 4.3
No Scaldown:2025-03-20 21:00:54 - GPU 0: Utilization: 72.27272727272727% | Avg TTFT: 0.49018536061048507 s | Avg TPOT: 0.10373551613350476 s | Avg Waiting Queue Length: 6.2727272727272725
No Scaldown:2025-03-20 21:00:54 - GPU 1: Utilization: 72.18181818181819% | Avg TTFT: 0.6195582195340346 s | Avg TPOT: 0.10141865373007022 s | Avg Waiting Queue Length: 5.7272727272727275
No Scaldown:2025-03-20 21:00:54 - GPU 2: Utilization: 67.0% | Avg TTFT: 0.19643423841334878 s | Avg TPOT: 0.09499934765141613 s | Avg Waiting Queue Length: 2.5454545454545454
No Scaldown:2025-03-20 21:00:54 - GPU 3: Utilization: 64.81818181818181% | Avg TTFT: 0.5374197590708112 s | Avg TPOT: 0.10237422620072417 s | Avg Waiting Queue Length: 5.090909090909091
No Scaldown:2025-03-20 21:01:10 - GPU 0: Utilization: 61.0% | Avg TTFT: 1.8049166707477222 s | Avg TPOT: 0.10830139806009052 s | Avg Waiting Queue Length: 16.166666666666668
No Scaldown:2025-03-20 21:01:10 - GPU 1: Utilization: 63.0% | Avg TTFT: 1.6117447898179913 s | Avg TPOT: 0.10367070097418037 s | Avg Waiting Queue Length: 17.833333333333332
No Scaldown:2025-03-20 21:01:10 - GPU 2: Utilization: 58.833333333333336% | Avg TTFT: 2.179630502887691 s | Avg TPOT: 0.10757439115453356 s | Avg Waiting Queue Length: 19.0
No Scaldown:2025-03-20 21:01:10 - GPU 3: Utilization: 64.58333333333333% | Avg TTFT: 2.4276561425300316 s | Avg TPOT: 0.10973072452567673 s | Avg Waiting Queue Length: 18.583333333333332
No Scaldown:2025-03-20 21:01:25 - GPU 0: Utilization: 56.2% | Avg TTFT: 3.5237189350649714 s | Avg TPOT: 0.10127891832526074 s | Avg Waiting Queue Length: 36.5
No Scaldown:2025-03-20 21:01:25 - GPU 1: Utilization: 57.8% | Avg TTFT: 3.908095541410148 s | Avg TPOT: 0.10496656168785799 s | Avg Waiting Queue Length: 36.6
No Scaldown:2025-03-20 21:01:25 - GPU 2: Utilization: 66.8% | Avg TTFT: 3.1686348019478223 s | Avg TPOT: 0.10604424003637784 s | Avg Waiting Queue Length: 35.9
No Scaldown:2025-03-20 21:01:25 - GPU 3: Utilization: 58.8% | Avg TTFT: 2.638001693591165 s | Avg TPOT: 0.106957207362575 s | Avg Waiting Queue Length: 32.9
No Scaldown:2025-03-20 21:01:40 - GPU 0: Utilization: 68.33333333333333% | Avg TTFT: 3.335876541522642 s | Avg TPOT: 0.10974656782103315 s | Avg Waiting Queue Length: 43.77777777777778
No Scaldown:2025-03-20 21:01:40 - GPU 1: Utilization: 64.77777777777777% | Avg TTFT: 3.0759987416056296 s | Avg TPOT: 0.10253946240409277 s | Avg Waiting Queue Length: 43.666666666666664
No Scaldown:2025-03-20 21:01:40 - GPU 2: Utilization: 59.888888888888886% | Avg TTFT: 2.0554531380689394 s | Avg TPOT: 0.10345262974781994 s | Avg Waiting Queue Length: 42.666666666666664
No Scaldown:2025-03-20 21:01:40 - GPU 3: Utilization: 65.33333333333333% | Avg TTFT: 3.608185389987193 s | Avg TPOT: 0.09760246287090316 s | Avg Waiting Queue Length: 42.22222222222222
No Scaldown:2025-03-20 21:01:55 - GPU 0: Utilization: 61.666666666666664% | Avg TTFT: 1.0046502430923283 s | Avg TPOT: 0.10802948254179985 s | Avg Waiting Queue Length: 18.444444444444443
No Scaldown:2025-03-20 21:01:55 - GPU 1: Utilization: 55.333333333333336% | Avg TTFT: 1.1644786216706657 s | Avg TPOT: 0.10369770805409644 s | Avg Waiting Queue Length: 16.88888888888889
No Scaldown:2025-03-20 21:01:55 - GPU 2: Utilization: 71.11111111111111% | Avg TTFT: 0.8961637096557146 s | Avg TPOT: 0.10066408585262251 s | Avg Waiting Queue Length: 18.0
No Scaldown:2025-03-20 21:01:55 - GPU 3: Utilization: 62.888888888888886% | Avg TTFT: 1.1168796567246317 s | Avg TPOT: 0.09406549808675967 s | Avg Waiting Queue Length: 15.222222222222221
No Scaldown:2025-03-20 21:02:10 - GPU 0: Utilization: 39.0% | Avg TTFT: 0.4367302527961632 s | Avg TPOT: 0.09776622942590621 s | Avg Waiting Queue Length: 2.3333333333333335
No Scaldown:2025-03-20 21:02:10 - GPU 1: Utilization: 44.666666666666664% | Avg TTFT: 0.3633813997187341 s | Avg TPOT: 0.09913301365789569 s | Avg Waiting Queue Length: 2.888888888888889
No Scaldown:2025-03-20 21:02:10 - GPU 2: Utilization: 35.44444444444444% | Avg TTFT: 0.4353547643404454 s | Avg TPOT: 0.10498115185910137 s | Avg Waiting Queue Length: 2.888888888888889
No Scaldown:2025-03-20 21:02:10 - GPU 3: Utilization: 35.111111111111114% | Avg TTFT: 0.3675490709254518 s | Avg TPOT: 0.09455042475892697 s | Avg Waiting Queue Length: 1.1111111111111112
No Scaldown:2025-03-20 21:02:25 - GPU 0: Utilization: 1.0% | Avg TTFT: 0.4367302527961632 s | Avg TPOT: 0.09776622942590621 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:02:25 - GPU 1: Utilization: 1.0% | Avg TTFT: 0.3633813997187341 s | Avg TPOT: 0.09913301365789569 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:02:25 - GPU 2: Utilization: 1.0% | Avg TTFT: 0.4353547643404454 s | Avg TPOT: 0.10498115185910137 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:02:25 - GPU 3: Utilization: 1.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:02:40 - GPU 0: Utilization: 1.0% | Avg TTFT: 0.4367302527961632 s | Avg TPOT: 0.09776622942590621 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:02:40 - GPU 1: Utilization: 1.0% | Avg TTFT: 0.3633813997187341 s | Avg TPOT: 0.09913301365789569 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:02:40 - GPU 2: Utilization: 1.0% | Avg TTFT: 0.4353547643404454 s | Avg TPOT: 0.10498115185910137 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:02:40 - GPU 3: Utilization: 1.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:02:55 - GPU 0: Utilization: 1.0% | Avg TTFT: 0.4367302527961632 s | Avg TPOT: 0.09776622942590621 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:02:55 - GPU 1: Utilization: 1.0% | Avg TTFT: 0.3633813997187341 s | Avg TPOT: 0.09913301365789569 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:02:55 - GPU 2: Utilization: 1.0% | Avg TTFT: 0.4353547643404454 s | Avg TPOT: 0.10498115185910137 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:02:55 - GPU 3: Utilization: 1.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:10 - GPU 0: Utilization: 1.0% | Avg TTFT: 0.4367302527961632 s | Avg TPOT: 0.09776622942590621 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:10 - GPU 1: Utilization: 1.0% | Avg TTFT: 0.3633813997187341 s | Avg TPOT: 0.09913301365789569 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:10 - GPU 2: Utilization: 1.0% | Avg TTFT: 0.4353547643404454 s | Avg TPOT: 0.10498115185910137 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:10 - GPU 3: Utilization: 1.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:25 - GPU 0: Utilization: 1.0% | Avg TTFT: 0.4367302527961632 s | Avg TPOT: 0.09776622942590621 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:25 - GPU 1: Utilization: 1.0% | Avg TTFT: 0.3633813997187341 s | Avg TPOT: 0.09913301365789569 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:25 - GPU 2: Utilization: 1.0% | Avg TTFT: 0.4353547643404454 s | Avg TPOT: 0.10498115185910137 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:25 - GPU 3: Utilization: 1.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:40 - GPU 0: Utilization: 1.0% | Avg TTFT: 0.4367302527961632 s | Avg TPOT: 0.09776622942590621 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:40 - GPU 1: Utilization: 1.0% | Avg TTFT: 0.3633813997187341 s | Avg TPOT: 0.09913301365789569 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:40 - GPU 2: Utilization: 1.0% | Avg TTFT: 0.4353547643404454 s | Avg TPOT: 0.10498115185910137 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:03:40 - GPU 3: Utilization: 1.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:00 - GPU 0: Utilization: 2% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0
No Scaldown:2025-03-20 21:05:00 - GPU 1: Utilization: 2% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0
No Scaldown:2025-03-20 21:05:00 - GPU 2: Utilization: 2% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0
No Scaldown:2025-03-20 21:05:00 - GPU 3: Utilization: 2% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0
No Scaldown:2025-03-20 21:05:15 - GPU 0: Utilization: 2.066666666666667% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:15 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:15 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:15 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:30 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:30 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:30 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:30 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:45 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:45 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:45 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:05:45 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:00 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:00 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:00 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:00 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:15 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:15 - GPU 1: Utilization: 2.066666666666667% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:15 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:15 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:30 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:30 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:30 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:30 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:45 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:45 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:45 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:06:45 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:00 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:00 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:00 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:00 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:15 - GPU 0: Utilization: 2.142857142857143% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:15 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:15 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:15 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:30 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:30 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:30 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:30 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:45 - GPU 0: Utilization: 2.066666666666667% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:45 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:45 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:07:45 - GPU 3: Utilization: 2.066666666666667% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:00 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:00 - GPU 1: Utilization: 2.066666666666667% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:00 - GPU 2: Utilization: 2.066666666666667% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:00 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:15 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:15 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:15 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:15 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:30 - GPU 0: Utilization: 2.2% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:30 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:30 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:30 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:45 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:45 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:45 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:08:45 - GPU 3: Utilization: 2.0% | Avg TTFT: 0.0 s | Avg TPOT: 0.0 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:00 - GPU 0: Utilization: 6.928571428571429% | Avg TTFT: 0.1293922254449821 s | Avg TPOT: 0.05501892725151265 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:00 - GPU 1: Utilization: 7.571428571428571% | Avg TTFT: 0.14384324747758606 s | Avg TPOT: 0.05689010437587664 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:00 - GPU 2: Utilization: 6.0% | Avg TTFT: 0.14214867241680623 s | Avg TPOT: 0.04782562890613917 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:00 - GPU 3: Utilization: 7.357142857142857% | Avg TTFT: 0.16240036396775395 s | Avg TPOT: 0.0479307969386961 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:15 - GPU 0: Utilization: 63.916666666666664% | Avg TTFT: 0.1278332885898029 s | Avg TPOT: 0.04578001291617208 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:15 - GPU 1: Utilization: 61.75% | Avg TTFT: 0.19758252433966844 s | Avg TPOT: 0.04656408087175805 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:15 - GPU 2: Utilization: 73.16666666666667% | Avg TTFT: 0.1695943399410074 s | Avg TPOT: 0.04708633150488216 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:15 - GPU 3: Utilization: 47.333333333333336% | Avg TTFT: 0.16097987700874608 s | Avg TPOT: 0.048854503546317575 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:30 - GPU 0: Utilization: 63.27272727272727% | Avg TTFT: 0.18931095112736027 s | Avg TPOT: 0.044619520996153975 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:30 - GPU 1: Utilization: 56.18181818181818% | Avg TTFT: 0.16559177219557267 s | Avg TPOT: 0.04429185789922485 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:30 - GPU 2: Utilization: 61.54545454545455% | Avg TTFT: 0.12263577474125971 s | Avg TPOT: 0.04473658826949153 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:30 - GPU 3: Utilization: 68.0909090909091% | Avg TTFT: 0.16785859491986532 s | Avg TPOT: 0.0430843326956771 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:45 - GPU 0: Utilization: 64.83333333333333% | Avg TTFT: 0.19572523355018348 s | Avg TPOT: 0.04761099894191526 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:45 - GPU 1: Utilization: 69.91666666666667% | Avg TTFT: 0.1507928850206857 s | Avg TPOT: 0.04598581938626012 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:45 - GPU 2: Utilization: 62.0% | Avg TTFT: 0.19628587179662038 s | Avg TPOT: 0.04595747133377396 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:09:45 - GPU 3: Utilization: 71.58333333333333% | Avg TTFT: 0.1496105810549731 s | Avg TPOT: 0.0485498423295212 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:10:00 - GPU 0: Utilization: 62.333333333333336% | Avg TTFT: 0.16863963853102176 s | Avg TPOT: 0.04529138447590716 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:10:00 - GPU 1: Utilization: 52.916666666666664% | Avg TTFT: 0.19015046373630565 s | Avg TPOT: 0.048137839081755375 s | Avg Waiting Queue Length: 0.08333333333333333
No Scaldown:2025-03-20 21:10:00 - GPU 2: Utilization: 66.08333333333333% | Avg TTFT: 0.13388908054524412 s | Avg TPOT: 0.047372082387058374 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:10:00 - GPU 3: Utilization: 52.25% | Avg TTFT: 0.15034407540224493 s | Avg TPOT: 0.04922364912102542 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:10:15 - GPU 0: Utilization: 2.0% | Avg TTFT: 0.16863963853102176 s | Avg TPOT: 0.04529138447590716 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:10:15 - GPU 1: Utilization: 2.0% | Avg TTFT: 0.19015046373630565 s | Avg TPOT: 0.048137839081755375 s | Avg Waiting Queue Length: 0.0
No Scaldown:2025-03-20 21:10:15 - GPU 2: Utilization: 2.0% | Avg TTFT: 0.13388908054524412 s | Avg TPOT: 0.047372082387058374 s | Avg Waiting Queue Length: 0.0
